enrollee_id,city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_nan,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_nan,gender_Female,gender_Male,gender_Other,gender_nan
21322,21,0.624,1,0,3,0,500.0,1,0.0417910447761194,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
17058,36,0.893,0,0,3,2,100.0,1,0.13134328358208955,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
26562,114,0.926,1,0,3,12,500.0,2,0.27164179104477615,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
25631,128,0.527,0,0,3,2,100.0,1,0.6895522388059702,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
18068,114,0.926,1,0,5,25,100.0,1,0.029850746268656716,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1927,103,0.92,1,0,2,19,50000.0,3,0.03880597014925373,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
5431,21,0.624,0,2,2,3,100.0,0,0.09850746268656717,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3013,16,0.91,0,2,3,8,100.0,0,0.04477611940298507,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
11782,73,0.754,1,1,4,2,500.0,2,0.11343283582089551,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
17014,67,0.855,1,2,4,10,50000.0,3,0.03880597014925373,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
15315,89,0.925,1,0,3,9,10.0,1,0.2656716417910448,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
25810,116,0.743,1,0,3,16,100.0,2,0.08955223880597014,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
24492,114,0.926,1,0,3,12,50.0,5,0.19701492537313434,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
28093,103,0.92,0,2,4,12,50000.0,2,0.45970149253731346,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
27038,103,0.92,0,0,3,20,100.0,5,0.16417910447761194,1.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
24708,11,0.55,1,2,4,4,500.0,2,0.10746268656716418,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
907,103,0.92,1,0,3,25,100.0,5,0.21194029850746268,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
32933,16,0.91,1,0,3,17,500.0,5,0.09850746268656717,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
15579,26,0.698,1,2,2,6,50.0,1,0.2298507462686567,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
8661,103,0.92,0,0,4,10,50000.0,3,0.005970149253731344,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3662,160,0.92,1,0,3,25,100.0,2,0.6119402985074627,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
28785,114,0.926,0,2,2,5,50000.0,1,0.0029850746268656717,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
3961,103,0.92,1,0,3,0,500.0,1,0.30447761194029854,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
33350,21,0.624,1,0,3,4,10.0,3,0.01791044776119403,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
33143,103,0.92,0,2,3,1,5000.0,1,0.28059701492537314,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
20941,72,0.795,1,2,1,4,100.0,1,0.08656716417910447,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
25375,136,0.897,1,0,2,25,5000.0,5,0.30149253731343284,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1991,24,0.698,1,1,2,4,500.0,2,0.12835820895522387,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
19768,21,0.624,0,0,3,3,500.0,1,0.1880597014925373,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
17649,103,0.92,1,0,3,25,100.0,5,0.08059701492537313,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
28154,103,0.92,1,0,3,16,50000.0,5,0.04776119402985075,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
6517,19,0.682,0,0,3,3,500.0,0,0.33432835820895523,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31810,64,0.6659999999999999,1,0,3,25,1000.0,1,0.23283582089552238,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
3874,160,0.92,0,2,2,2,10.0,1,0.05671641791044776,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
20378,103,0.92,0,2,3,7,100.0,1,0.45074626865671646,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1299,103,0.92,1,0,3,25,100.0,5,0.12238805970149252,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
29450,90,0.698,0,2,2,2,10.0,0,0.1253731343283582,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
16438,136,0.897,0,0,5,12,100.0,2,0.15522388059701492,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
23980,76,0.698,0,0,3,1,100.0,1,0.18507462686567164,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
26657,103,0.92,1,0,3,14,100.0,4,0.6059701492537313,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
5865,102,0.804,1,0,4,25,100.0,2,0.0029850746268656717,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
21060,138,0.836,0,2,3,8,1000.0,1,0.01791044776119403,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4008,114,0.926,1,2,4,10,100.0,4,0.08059701492537313,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
24511,103,0.92,1,0,4,18,500.0,1,0.21194029850746268,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
19392,158,0.7659999999999999,0,1,3,4,50.0,1,0.023880597014925373,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11220,103,0.92,1,0,3,13,1000.0,1,0.23582089552238805,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14526,152,0.698,1,2,4,14,100.0,2,0.01492537313432836,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
15437,76,0.698,0,2,3,7,100.0,2,0.1582089552238806,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
26767,21,0.624,1,0,4,11,1000.0,2,0.43582089552238806,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
17207,21,0.624,0,0,3,0,100.0,0,0.24776119402985072,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
9407,114,0.926,1,0,2,7,100.0,5,0.32537313432835824,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
20701,71,0.884,1,0,4,7,10.0,0,0.05671641791044776,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
19960,103,0.92,1,0,3,6,100.0,1,0.01492537313432836,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2150,102,0.804,1,0,4,25,1000.0,1,0.059701492537313425,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
24058,103,0.92,1,0,3,8,100.0,0,0.14626865671641792,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
17531,90,0.698,1,1,4,6,100.0,1,0.3432835820895523,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
8022,21,0.624,0,2,3,2,100.0,1,0.09850746268656717,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
13824,16,0.91,1,0,2,17,50000.0,5,0.0626865671641791,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
8258,28,0.939,0,1,2,2,50000.0,0,0.5343283582089552,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
8388,23,0.899,0,2,2,0,100.0,0,0.10746268656716418,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
27958,16,0.91,1,0,3,12,500.0,4,0.26268656716417915,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
10887,61,0.913,1,0,4,25,10.0,5,0.23582089552238805,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
20054,21,0.624,0,0,4,12,10.0,0,0.9104477611940298,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
12330,160,0.92,0,2,2,2,100.0,1,0.4238805970149254,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
4952,16,0.91,0,0,5,25,100.0,2,0.026865671641791045,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
10601,104,0.924,0,0,4,25,500.0,4,0.27164179104477615,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
20657,114,0.926,1,0,3,17,100.0,1,0.28358208955223885,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1023,114,0.926,0,2,2,4,50000.0,1,0.1253731343283582,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
10202,103,0.92,0,2,4,7,100.0,1,0.14029850746268657,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
13886,160,0.92,1,0,3,3,50.0,1,0.08656716417910447,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4904,104,0.924,0,0,2,25,100.0,1,0.0417910447761194,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2384,67,0.855,1,0,4,9,1000.0,5,0.3194029850746269,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
15025,21,0.624,0,2,3,6,100.0,1,0.12238805970149252,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
12527,83,0.923,1,0,4,5,500.0,1,0.5283582089552239,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
12224,103,0.92,1,0,4,25,500.0,5,0.17313432835820897,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
22331,103,0.92,0,0,1,9,100.0,0,0.12238805970149252,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
11243,103,0.92,1,0,3,25,100.0,2,0.05671641791044776,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2223,83,0.923,1,0,3,25,50000.0,2,0.13134328358208955,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1555,16,0.91,1,0,3,10,100.0,1,0.11343283582089551,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
5869,64,0.6659999999999999,1,0,3,10,100.0,4,0.1582089552238806,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
15222,160,0.92,0,0,3,4,100.0,1,0.45970149253731346,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
12807,103,0.92,1,0,3,6,5000.0,1,0.029850746268656716,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
311,101,0.5579999999999999,0,0,3,4,100.0,1,0.15522388059701492,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
27795,103,0.92,0,0,1,6,100.0,0,0.9999999999999999,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
29410,180,0.698,1,0,3,7,100.0,1,0.2417910447761194,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
30040,11,0.55,0,0,4,6,100.0,1,0.059701492537313425,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
22235,173,0.878,1,0,3,25,500.0,5,0.1044776119402985,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
8691,99,0.915,1,0,4,25,5000.0,5,0.008955223880597015,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1489,103,0.92,0,2,3,3,100.0,0,0.2298507462686567,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
32253,103,0.92,1,0,4,10,50000.0,4,0.382089552238806,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
6327,103,0.92,1,0,3,5,5000.0,1,0.029850746268656716,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
6773,114,0.926,1,0,5,25,500.0,5,0.035820895522388055,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1043,160,0.92,1,0,3,25,50.0,5,0.1880597014925373,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
31778,103,0.92,0,0,3,15,500.0,5,0.09253731343283582,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
26133,16,0.91,1,0,3,10,100.0,1,0.22388059701492538,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
32934,104,0.924,1,0,3,15,500.0,5,0.04776119402985075,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
7552,103,0.92,1,0,4,25,500.0,5,0.3791044776119403,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
10438,103,0.92,0,0,3,25,100.0,1,0.21194029850746268,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
17388,173,0.878,0,0,1,6,100.0,0,0.31343283582089554,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
24062,21,0.624,1,0,3,5,500.0,1,0.30447761194029854,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
23955,103,0.92,0,0,2,4,100.0,1,0.26268656716417915,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3952,136,0.897,1,0,5,25,5000.0,0,0.08358208955223881,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
19851,67,0.855,1,0,4,4,500.0,4,0.19701492537313434,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
10604,21,0.624,1,0,3,3,1000.0,1,0.05671641791044776,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
9923,136,0.897,0,0,4,11,50.0,4,0.31343283582089554,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
18461,160,0.92,1,0,3,5,50.0,1,0.11044776119402985,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4858,33,0.4479999999999999,0,1,4,2,10.0,1,0.06567164179104477,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
28114,16,0.91,1,0,3,10,10000.0,1,0.11641791044776119,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
12607,136,0.897,1,0,4,25,50000.0,3,0.023880597014925373,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
28881,11,0.55,1,0,3,0,100.0,1,0.11940298507462686,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
20576,97,0.925,1,0,3,25,5000.0,5,0.05373134328358209,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
11047,138,0.836,0,0,2,3,100.0,0,0.023880597014925373,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
8924,118,0.722,1,0,3,4,100.0,1,0.2895522388059702,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23391,123,0.738,1,0,3,5,100.0,0,0.08955223880597014,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3523,160,0.92,0,2,2,7,100.0,2,0.03283582089552239,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
12249,114,0.926,1,0,3,11,100.0,1,0.3194029850746269,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
22347,103,0.92,1,0,3,19,10000.0,1,0.12835820895522387,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23738,97,0.925,1,0,3,25,100.0,5,0.09850746268656717,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
10773,21,0.624,0,0,3,2,100.0,0,0.24477611940298508,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
19614,21,0.624,1,0,3,0,50000.0,0,0.1044776119402985,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
